date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:48:22	110953/110953	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:23%20GMT	https://kksmartcom.com/cookies-policy	D:/Crack%20site/kksmartcom.com/kksmartcom.com/cookies-policy.html	(from https://kksmartcom.com/)
17:48:23	64730/64730	---M--	200	added ('OK')	image/png	etag:%2261718a84-fcda%22	https://kksmartcom.com/wp-content/uploads/2021/09/decor1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/decor1.png	(from https://kksmartcom.com/)
17:48:23	10402/10402	---M--	200	added ('OK')	image/png	etag:%2261718aa4-28a2%22	https://kksmartcom.com/wp-content/uploads/2021/09/Layer-5-3-mob.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/Layer-5-3-mob.png	(from https://kksmartcom.com/)
17:48:23	19917/19917	---M--	200	added ('OK')	image/png	etag:%2261718a84-4dcd%22	https://kksmartcom.com/wp-content/uploads/2021/09/decor1pc.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/decor1pc.png	(from https://kksmartcom.com/)
17:48:24	150150/150150	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:24%20GMT	https://kksmartcom.com/projects/jocreate-application-for-creating-nft-collections	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects/jocreate-application-for-creating-nft-collections.html	(from https://kksmartcom.com/)
17:48:24	60168/60168	---M--	200	added ('OK')	image/jpeg	etag:%2263f4d85f-eb08%22	https://kksmartcom.com/wp-content/uploads/2023/02/Preview-all-cases.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/Preview-all-cases.jpg	(from https://kksmartcom.com/)
17:48:24	148453/148453	---M--	200	added ('OK')	image/jpeg	etag:%2263f4d878-243e5%22	https://kksmartcom.com/wp-content/uploads/2023/02/Preview-all-cases@3x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/Preview-all-cases@3x.jpg	(from https://kksmartcom.com/)
17:48:24	87908/87908	---M--	200	added ('OK')	image/jpeg	etag:%2263f4d86a-15764%22	https://kksmartcom.com/wp-content/uploads/2023/02/Preview-all-cases@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/Preview-all-cases@2x.jpg	(from https://kksmartcom.com/)
17:48:25	121533/121533	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:25%20GMT	https://kksmartcom.com/projects?cat=crypto-nft	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects4230.html	(from https://kksmartcom.com/)
17:48:25	121196/121196	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:26%20GMT	https://kksmartcom.com/projects?tag=web-app	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projectsb62f.html	(from https://kksmartcom.com/)
17:48:26	121903/121903	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:26%20GMT	https://kksmartcom.com/projects?tag=website	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projectsb43a.html	(from https://kksmartcom.com/)
17:48:26	120761/120761	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:27%20GMT	https://kksmartcom.com/projects?tag=mobile-app	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects69b3.html	(from https://kksmartcom.com/)
17:48:27	147630/147630	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:27%20GMT	https://kksmartcom.com/projects/healher-an-app-with-personalized-health-plans	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects/healher-an-app-with-personalized-health-plans.html	(from https://kksmartcom.com/)
17:48:27	151174/151174	---M--	200	added ('OK')	image/jpeg	etag:%2264085601-24e86%22	https://kksmartcom.com/wp-content/uploads/2023/03/Cover-all-cases@3x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/03/Cover-all-cases@3x.jpg	(from https://kksmartcom.com/)
17:48:27	74458/74458	---M--	200	added ('OK')	image/jpeg	etag:%22640855ea-122da%22	https://kksmartcom.com/wp-content/uploads/2023/03/Cover-all-cases.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/03/Cover-all-cases.jpg	(from https://kksmartcom.com/)
17:48:27	99984/99984	---M--	200	added ('OK')	image/jpeg	etag:%22640855f2-18690%22	https://kksmartcom.com/wp-content/uploads/2023/03/Cover-all-cases@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/03/Cover-all-cases@2x.jpg	(from https://kksmartcom.com/)
17:48:28	120453/120453	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:28%20GMT	https://kksmartcom.com/projects?cat=saas	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects68d8.html	(from https://kksmartcom.com/)
17:48:28	141739/141739	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:29%20GMT	https://kksmartcom.com/projects/pnswap-token-exchange-platform	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects/pnswap-token-exchange-platform.html	(from https://kksmartcom.com/)
17:48:29	188369/188369	---M--	200	added ('OK')	image/jpeg	etag:%2263e0f465-2dfd1%22	https://kksmartcom.com/wp-content/uploads/2023/02/Cover-all-cases@3x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/Cover-all-cases@3x.jpg	(from https://kksmartcom.com/)
17:48:29	50214/50214	---M--	200	added ('OK')	image/jpeg	etag:%2263e0f450-c426%22	https://kksmartcom.com/wp-content/uploads/2023/02/Cover-all-cases.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/Cover-all-cases.jpg	(from https://kksmartcom.com/)
17:48:29	101833/101833	---M--	200	added ('OK')	image/jpeg	etag:%2263e0f458-18dc9%22	https://kksmartcom.com/wp-content/uploads/2023/02/Cover-all-cases@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/Cover-all-cases@2x.jpg	(from https://kksmartcom.com/)
17:48:29	150299/150299	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:30%20GMT	https://kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects/core-developer-the-platform-for-learning-to-program.html	(from https://kksmartcom.com/)
17:48:30	186654/186654	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d967-2d91e%22	https://kksmartcom.com/wp-content/uploads/2023/01/Preview-all-cases@3x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Preview-all-cases@3x.jpg	(from https://kksmartcom.com/)
17:48:30	73070/73070	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d945-11d6e%22	https://kksmartcom.com/wp-content/uploads/2023/01/Preview-all-cases.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Preview-all-cases.jpg	(from https://kksmartcom.com/)
17:48:30	106475/106475	---M--	200	added ('OK')	image/jpeg	etag:%2263c6d958-19feb%22	https://kksmartcom.com/wp-content/uploads/2023/01/Preview-all-cases@2x.jpg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Preview-all-cases@2x.jpg	(from https://kksmartcom.com/)
17:48:31	111982/111982	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2016:48:31%20GMT	https://kksmartcom.com/projects?cat=education	D:/Crack%20site/kksmartcom.com/kksmartcom.com/projects4ae2.html	(from https://kksmartcom.com/)
17:48:32	653293/653293	---M--	200	added ('OK')	video/webm	etag:%226170313e-9f7ed%22	https://kksmartcom.com/wp-content/uploads/2021/10/Home-2.webm	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/10/Home-2.webm	(from https://kksmartcom.com/)
17:48:32	2083091/2083091	---M--	200	added ('OK')	video/quicktime	etag:%22617030d6-1fc913%22	https://kksmartcom.com/wp-content/uploads/2021/10/home-1.mov	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/10/home-1.qt	(from https://kksmartcom.com/)
17:48:44	1060005/1060005	---M--	200	added ('OK')	image/png	etag:%2263e109a1-102ca5%22	https://kksmartcom.com/wp-content/uploads/2023/02/awards-pc-2x-1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/awards-pc-2x-1.png	(from https://kksmartcom.com/)
17:48:44	215148/215148	---M--	200	added ('OK')	image/png	etag:%2263e10975-3486c%22	https://kksmartcom.com/wp-content/uploads/2023/02/awards-mob-1.5x-1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/awards-mob-1.5x-1.png	(from https://kksmartcom.com/)
17:48:44	253910/253910	---M--	200	added ('OK')	image/png	etag:%2261718a84-3dfd6%22	https://kksmartcom.com/wp-content/uploads/2021/09/Illustration@3x.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/Illustration@3x.png	(from https://kksmartcom.com/)
17:48:44	612916/612916	---M--	200	added ('OK')	image/png	etag:%2263e1098a-95a34%22	https://kksmartcom.com/wp-content/uploads/2023/02/awards-pc-1.5x-1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/02/awards-pc-1.5x-1.png	(from https://kksmartcom.com/)
17:48:44	23678/23678	---M--	200	added ('OK')	image/png	etag:%2261718aa2-5c7e%22	https://kksmartcom.com/wp-content/uploads/2021/09/Logo-3D-1mob-e1630573294768.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/Logo-3D-1mob-e1630573294768.png	(from https://kksmartcom.com/)
17:48:45	121203/121203	---M--	200	added ('OK')	image/png	etag:%2261718a82-1d973%22	https://kksmartcom.com/wp-content/uploads/2021/09/Illustration.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/Illustration.png	(from https://kksmartcom.com/)
17:48:45	19038/19038	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226422817b-4a5e%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/agency.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/agency.svg	(from https://kksmartcom.com/)
17:48:45	9024/9024	---M--	200	added ('OK')	image/png	etag:%2264228175-2340%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/good.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/good.png	(from https://kksmartcom.com/)
17:48:45	10905/10905	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226422818d-2a99%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/webflow.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/webflow.svg	(from https://kksmartcom.com/)
17:48:46	8268/8268	---M--	200	added ('OK')	image/png	etag:%22642281ae-204c%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/topdev.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/topdev.png	(from https://kksmartcom.com/)
17:48:46	109071/109071	---M--	200	added ('OK')	image/png	etag:%2261718a84-1aa0f%22	https://kksmartcom.com/wp-content/uploads/2021/09/decor2.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/decor2.png	(from https://kksmartcom.com/)
17:48:46	17222/17222	---M--	200	added ('OK')	image/png	etag:%2261718aa2-4346%22	https://kksmartcom.com/wp-content/uploads/2021/09/layer2.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/layer2.png	(from https://kksmartcom.com/)
17:48:46	54564/54564	---M--	200	added ('OK')	image/png	etag:%2261718a84-d524%22	https://kksmartcom.com/wp-content/uploads/2021/09/b1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/b1.png	(from https://kksmartcom.com/)
17:48:46	52698/52698	---M--	200	added ('OK')	image/png	etag:%2261718a82-cdda%22	https://kksmartcom.com/wp-content/uploads/2021/09/decor3.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/decor3.png	(from https://kksmartcom.com/)
17:48:47	10667/10667	---M--	200	added ('OK')	image/png	etag:%2261718aa0-29ab%22	https://kksmartcom.com/wp-content/uploads/2021/09/layer3.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/layer3.png	(from https://kksmartcom.com/)
17:48:47	27490/27490	---M--	200	added ('OK')	image/png	etag:%2261718a84-6b62%22	https://kksmartcom.com/wp-content/uploads/2021/09/b2.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2021/09/b2.png	(from https://kksmartcom.com/)
17:48:47	884/884	---M--	200	added ('OK')	image/svg+xml	etag:%22642281a0-374%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/copy.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/copy.svg	(from https://kksmartcom.com/)
17:48:47	482/482	---M--	200	added ('OK')	image/svg+xml	etag:%22642281d1-1e2%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/sk.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/sk.svg	(from https://kksmartcom.com/)
17:48:48	928/928	---M--	200	added ('OK')	image/svg+xml	etag:%2264228187-3a0%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/star-full.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/star-full.svg	(from https://kksmartcom.com/)
17:48:48	1720/1720	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264228178-6b8%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s1.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s1.svg	(from https://kksmartcom.com/)
17:48:48	1464/1464	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264228172-5b8%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s2.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s2.svg	(from https://kksmartcom.com/)
17:48:48	700/700	---M--	200	added ('OK')	image/svg+xml	etag:%2264228187-2bc%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s6.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s6.svg	(from https://kksmartcom.com/)
17:48:49	944/944	---M--	200	added ('OK')	image/svg+xml	etag:%2264228182-3b0%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s4.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s4.svg	(from https://kksmartcom.com/)
17:48:49	354/354	---M--	200	added ('OK')	image/svg+xml	etag:%2264228183-162%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s5.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s5.svg	(from https://kksmartcom.com/)
17:48:49	957/957	---M--	200	added ('OK')	image/svg+xml	etag:%2264228185-3bd%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s7.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s7.svg	(from https://kksmartcom.com/)
17:48:49	621/621	---M--	200	added ('OK')	image/svg+xml	etag:%2264228176-26d%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/s3.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/s3.svg	(from https://kksmartcom.com/)
17:48:50	11797/11797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642281dd-2e15%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/upwork.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/upwork.svg	(from https://kksmartcom.com/)
17:48:50	7300/7300	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22642281a7-1c84%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/webflow%20experts.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/webflow%20experts.svg	(from https://kksmartcom.com/)
17:48:50	147/147	---M--	200	added ('OK')	image/svg+xml	etag:%2264228189-93%22	https://kksmartcom.com/wp-content/themes/kksmartcom/img/x.svg	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/img/x.svg	(from https://kksmartcom.com/)
17:48:50	1425/1425	---MCZ	200	added ('OK')	text/css	etag:W/%2264229460-591%22	https://kksmartcom.com/wp-content/themes/kksmartcom/css/reset.css	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/css/reset.css	(from https://kksmartcom.com/)
17:48:50	66927/66927	---MCZ	200	added ('OK')	text/css	etag:W/%2264229467-1056f%22	https://kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/css/ui.css	(from https://kksmartcom.com/)
17:48:51	114368/114368	---MCZ	200	added ('OK')	text/css	etag:W/%2264229465-1bec0%22	https://kksmartcom.com/wp-content/themes/kksmartcom/css/main.css	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/css/main.css	(from https://kksmartcom.com/)
17:48:52	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	D:/Crack%20site/kksmartcom.com/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://kksmartcom.com/)
17:48:52	29168/29168	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264229416-71f0%22	https://kksmartcom.com/wp-content/themes/kksmartcom/js/common-min.js	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/js/common-min.js	(from https://kksmartcom.com/)
17:48:52	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264229413-ad36%22	https://kksmartcom.com/wp-content/themes/kksmartcom/js/owl.carousel.min.js	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/js/owl.carousel.min.js	(from https://kksmartcom.com/)
17:48:52	3220/3220	---MCZ	200	added ('OK')	text/css	etag:W/%226422946d-c94%22	https://kksmartcom.com/wp-content/themes/kksmartcom/css/owl.carousel.css	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/css/owl.carousel.css	(from https://kksmartcom.com/)
17:48:52	9976/9976	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264229418-26f8%22	https://kksmartcom.com/wp-content/themes/kksmartcom/js/other/footer-scripts.js	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/themes/kksmartcom/js/other/footer-scripts.js	(from https://kksmartcom.com/)
17:48:53	143706/143706	---M-Z	200	added ('OK')	application/javascript	etag:W/%222315a-9NyNRghnOcWBIRhbLQ9OGQcQ8Rs%22	https://cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.js	D:/Crack%20site/kksmartcom.com/cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.js	(from https://kksmartcom.com/)
17:48:54	16493/16493	---M-Z	200	added ('OK')	text/css	etag:W/%22406d-rwCOh5O6dcNGNg6U6W482jFM4n8%22	https://cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.css	D:/Crack%20site/kksmartcom.com/cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.css	(from https://kksmartcom.com/)
17:48:54	24430/24430	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6e-qINwOV9XWDYfJ4A8QpKGqhLD9+4%22	https://cdn.jsdelivr.net/npm/jquery-validation@1.19.3/dist/jquery.validate.min.js	D:/Crack%20site/kksmartcom.com/cdn.jsdelivr.net/npm/jquery-validation@1.19.3/dist/jquery.validate.min.js	(from https://kksmartcom.com/)
17:48:54	78415/78415	---M--	200	added ('OK')	image/png	etag:%2263c13842-1324f%22	https://kksmartcom.com/wp-content/uploads/2023/01/Services2-1.png	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-content/uploads/2023/01/Services2-1.png	(from https://kksmartcom.com/services)
17:48:55	5290/5290	---MCZ	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2016:48:55%20GMT	https://kksmartcom.com/wp-json/wp/v2/pages/6790	D:/Crack%20site/kksmartcom.com/kksmartcom.com/wp-json/wp/v2/pages/6790.json	(from https://kksmartcom.com/services)
